ResultNumber,ProvinceTerritory,Health Region2007,HealthRegionCode2007,ForwardSortationAreaCodes,TestDurationInDays,AverageRadonConcentrationInBqPerM3,,,,,,
13094,BC,Northern Interior,5952,V0J,91,14,,,,,,
13095,BC,Northern Interior,5952,V0J,90,14,,,,,,
13096,BC,Northern Interior,5952,V0J,35,14,,,,,,
13097,BC,Northern Interior,5952,V0J,91,18,,,,,,
13098,BC,Northern Interior,5952,V0J,99,19,,,,,,
13099,BC,Northern Interior,5952,V0J,92,19,,,,,,
13100,BC,Northern Interior,5952,V0J,91,21,,,,,,
13101,BC,Northern Interior,5952,V0J,91,24,,,,,,
13102,BC,Northern Interior,5952,V0J,94,25,,,,,,
13103,BC,Northern Interior,5952,V0J,90,28,,,,,,
13104,BC,Northern Interior,5952,V0J,93,31,,,,,,
13105,BC,Northern Interior,5952,V0J,90,36,,,,,,
13106,BC,Northern Interior,5952,V0J,97,38,,,,,,
13107,BC,Northern Interior,5952,V0J,90,39,,,,,,
13108,BC,Northern Interior,5952,V0J,92,61,,,,,,
13109,BC,Northern Interior,5952,V0J,91,91,,,,,,
13110,BC,Northern Interior,5952,V0J,91,127,,,,,,
13111,BC,Northern Interior,5952,V0J,95,175,,,,,,
13112,BC,Northern Interior,5952,V0J,97,253,,,,,,
13113,BC,Northern Interior,5952,V0J,92,36,,,,,,
13114,BC,Northern Interior,5952,V0J,93,38,,,,,,
13115,BC,Northern Interior,5952,V0J,91,38,,,,,,
13116,BC,Northern Interior,5952,V0J,89,63,,,,,,
13117,BC,Northern Interior,5952,V0J,95,69,,,,,,
13118,BC,Northern Interior,5952,V0J,95,70,,,,,,
13119,BC,Northern Interior,5952,V0J,92,73,,,,,,
13120,BC,Northern Interior,5952,V0J,92,76,,,,,,
13121,BC,Northern Interior,5952,V0J,98,85,,,,,,
13122,BC,Northern Interior,5952,V0J,93,105,,,,,,
13123,BC,Northern Interior,5952,V0J,94,135,,,,,,
13124,BC,Northern Interior,5952,V0J,99,143,,,,,,
13125,BC,Northern Interior,5952,V0J,91,214,,,,,,
13126,BC,Northern Interior,5952,V0C,91,180,,,,,,
13127,BC,Northeast,5953,V0C,90,364,,,,,,
13128,BC,Northeast,5953,V0C,90,165,,,,,,
13129,BC,Northeast,5953,V0C,95,211,,,,,,
13130,BC,Northeast,5953,V0C,98,47,,,,,,
13131,BC,Northeast,5953,V0C,72,27,,,,,,
13132,BC,Northeast,5953,V0C,91,42,,,,,,
13133,BC,Northeast,5953,V0C,91,80,,,,,,
13134,BC,Northeast,5953,V0C,91,81,,,,,,
13135,BC,Northeast,5953,V0C,62,90,,,,,,
13136,BC,Northeast,5953,V0C,102,177,,,,,,
13137,BC,Northeast,5953,V0C,93,232,,,,,,
13138,BC,Northeast,5953,V0C,91,316,,,,,,
13139,BC,Northeast,5953,V0C,91,319,,,,,,
13140,BC,Northeast,5953,V0C,126,14,,,,,,
13141,BC,Northeast,5953,V0C,90,19,,,,,,
13142,BC,Northeast,5953,V0C,103,27,,,,,,
13143,BC,Northeast,5953,V0C,102,33,,,,,,
13144,BC,Northeast,5953,V0C,117,50,,,,,,
13145,BC,Northeast,5953,V0C,90,59,,,,,,
13146,BC,Northeast,5953,V0C,125,82,,,,,,
13147,BC,Northeast,5953,V0C,90,86,,,,,,
13148,BC,Northeast,5953,V0C,92,111,,,,,,
13149,BC,Northeast,5953,V0C,109,124,,,,,,
13150,BC,Northeast,5953,V0C,90,176,,,,,,
13151,BC,Northeast,5953,V0C,101,231,,,,,,
13152,BC,Northeast,5953,V1G,94,29,,,,,,
13153,BC,Northeast,5953,V1G,91,17,,,,,,
13154,BC,Northeast,5953,V1G,91,14,,,,,,
13155,BC,Northeast,5953,V1G,96,14,,,,,,
13156,BC,Northeast,5953,V1G,91,14,,,,,,
13157,BC,Northeast,5953,V1G,91,16,,,,,,
13158,BC,Northeast,5953,V1G,100,16,,,,,,
13159,BC,Northeast,5953,V1G,94,20,,,,,,
13160,BC,Northeast,5953,V1G,96,20,,,,,,
13161,BC,Northeast,5953,V1G,138,21,,,,,,
13162,BC,Northeast,5953,V1G,96,21,,,,,,
13163,BC,Northeast,5953,V1G,91,21,,,,,,
13164,BC,Northeast,5953,V1G,91,24,,,,,,
13165,BC,Northeast,5953,V1G,112,24,,,,,,
13166,BC,Northeast,5953,V1G,92,25,,,,,,
13167,BC,Northeast,5953,V1G,91,27,,,,,,
13168,BC,Northeast,5953,V1G,97,33,,,,,,
13169,BC,Northeast,5953,V1G,91,37,,,,,,
13170,BC,Northeast,5953,V1G,91,38,,,,,,
13171,BC,Northeast,5953,V1G,95,41,,,,,,
13172,BC,Northeast,5953,V1G,131,42,,,,,,
13173,BC,Northeast,5953,V1G,106,42,,,,,,
13174,BC,Northeast,5953,V1G,59,42,,,,,,
13175,BC,Northeast,5953,V1G,98,48,,,,,,
13176,BC,Northeast,5953,V1G,91,61,,,,,,
13177,BC,Northeast,5953,V1G,92,64,,,,,,
13178,BC,Northeast,5953,V1G,101,69,,,,,,
13179,BC,Northeast,5953,V1G,91,74,,,,,,
13180,BC,Northeast,5953,V1G,91,75,,,,,,
13181,BC,Northeast,5953,V1G,103,79,,,,,,
13182,BC,Northeast,5953,V1G,90,79,,,,,,
13183,BC,Northeast,5953,V1G,101,81,,,,,,
13184,BC,Northeast,5953,V1G,92,86,,,,,,
13185,BC,Northeast,5953,V1G,91,90,,,,,,
13186,BC,Northeast,5953,V1G,92,92,,,,,,
13187,BC,Northeast,5953,V1G,90,94,,,,,,
13188,BC,Northeast,5953,V1G,91,100,,,,,,
13189,BC,Northeast,5953,V1G,93,106,,,,,,
13190,BC,Northeast,5953,V1G,92,108,,,,,,
13191,BC,Northeast,5953,V1G,92,110,,,,,,
13192,BC,Northeast,5953,V1G,91,117,,,,,,
13193,BC,Northeast,5953,V1G,90,117,,,,,,
13194,BC,Northeast,5953,V1G,97,118,,,,,,
13195,BC,Northeast,5953,V1G,102,124,,,,,,
13196,BC,Northeast,5953,V1G,117,155,,,,,,
13197,BC,Northeast,5953,V1G,92,189,,,,,,
13198,BC,Northeast,5953,V1G,92,235,,,,,,
13199,BC,Northeast,5953,V1G,90,255,,,,,,
13200,BC,Northeast,5953,V0C,97,23,,,,,,
13201,BC,Northeast,5953,V0C,112,14,,,,,,
13202,BC,Northeast,5953,V0C,98,14,,,,,,
13203,BC,Northeast,5953,V0C,91,14,,,,,,
13204,BC,Northeast,5953,V0C,91,14,,,,,,
13205,BC,Northeast,5953,V0C,91,14,,,,,,
13206,BC,Northeast,5953,V0C,90,14,,,,,,
13207,BC,Northeast,5953,V0C,114,18,,,,,,
13208,BC,Northeast,5953,V0C,92,20,,,,,,
13209,BC,Northeast,5953,V0C,92,21,,,,,,
13210,BC,Northeast,5953,V0C,91,24,,,,,,
13211,BC,Northeast,5953,V0C,93,29,,,,,,
13212,BC,Northeast,5953,V0C,90,33,,,,,,
13213,BC,Northeast,5953,V0C,96,34,,,,,,
13214,BC,Northeast,5953,V0C,95,35,,,,,,
13215,BC,Northeast,5953,V0C,91,61,,,,,,
13216,BC,Northeast,5953,V0C,95,64,,,,,,
13217,BC,Northeast,5953,V0C,90,72,,,,,,
13218,BC,Northeast,5953,V0C,91,78,,,,,,
13219,BC,Northeast,5953,V0C,98,79,,,,,,
13220,BC,Northeast,5953,V0C,94,85,,,,,,
13221,BC,Northeast,5953,V0C,92,89,,,,,,
13222,BC,Northeast,5953,V0C,92,100,,,,,,
13223,BC,Northeast,5953,V0C,95,112,,,,,,
13224,BC,Northeast,5953,V0C,93,120,,,,,,
13225,BC,Northeast,5953,V0C,99,126,,,,,,
13226,BC,Northeast,5953,V0C,95,156,,,,,,
13227,BC,Northeast,5953,V0C,93,172,,,,,,
13228,BC,Northeast,5953,V0C,91,259,,,,,,
13229,BC,Northeast,5953,V1J,93,14,,,,,,
13230,BC,Northeast,5953,V1J,116,14,,,,,,
13231,BC,Northeast,5953,V1J,92,14,,,,,,
13232,BC,Northeast,5953,V1J,91,14,,,,,,
13233,BC,Northeast,5953,V1J,113,14,,,,,,
13234,BC,Northeast,5953,V1J,137,14,,,,,,
13235,BC,Northeast,5953,V1J,92,14,,,,,,
13236,BC,Northeast,5953,V1J,90,18,,,,,,
13237,BC,Northeast,5953,V1J,90,20,,,,,,
13238,BC,Northeast,5953,V1J,106,21,,,,,,
13239,BC,Northeast,5953,V1J,91,23,,,,,,
13240,BC,Northeast,5953,V1J,92,24,,,,,,
13241,BC,Northeast,5953,V1J,91,24,,,,,,
13242,BC,Northeast,5953,V1J,92,24,,,,,,
13243,BC,Northeast,5953,V1J,103,25,,,,,,
13244,BC,Northeast,5953,V1J,93,26,,,,,,
13245,BC,Northeast,5953,V1J,101,27,,,,,,
13246,BC,Northeast,5953,V1J,101,28,,,,,,
13247,BC,Northeast,5953,V1J,90,28,,,,,,
13248,BC,Northeast,5953,V1J,119,29,,,,,,
13249,BC,Northeast,5953,V1J,90,32,,,,,,
13250,BC,Northeast,5953,V1J,95,34,,,,,,
13251,BC,Northeast,5953,V1J,91,36,,,,,,
13252,BC,Northeast,5953,V1J,93,37,,,,,,
13253,BC,Northeast,5953,V1J,91,37,,,,,,
13254,BC,Northeast,5953,V1J,113,51,,,,,,
13255,BC,Northeast,5953,V1J,111,52,,,,,,
13256,BC,Northeast,5953,V1J,92,60,,,,,,
13257,BC,Northeast,5953,V1J,89,60,,,,,,
13258,BC,Northeast,5953,V1J,93,62,,,,,,
13259,BC,Northeast,5953,V1J,113,63,,,,,,
13260,BC,Northeast,5953,V1J,91,64,,,,,,
13261,BC,Northeast,5953,V1J,82,66,,,,,,
13262,BC,Northeast,5953,V1J,135,70,,,,,,
13263,BC,Northeast,5953,V1J,91,78,,,,,,
13264,BC,Northeast,5953,V1J,90,82,,,,,,
13265,BC,Northeast,5953,V1J,114,85,,,,,,
13266,BC,Northeast,5953,V1J,91,87,,,,,,
13267,BC,Northeast,5953,V1J,93,90,,,,,,
13268,BC,Northeast,5953,V1J,118,91,,,,,,
13269,BC,Northeast,5953,V1J,91,98,,,,,,
13270,BC,Northeast,5953,V1J,96,100,,,,,,
13271,BC,Northeast,5953,V1J,101,102,,,,,,
13272,BC,Northeast,5953,V1J,89,104,,,,,,
13273,BC,Northeast,5953,V1J,97,104,,,,,,
13274,BC,Northeast,5953,V1J,90,105,,,,,,
13275,BC,Northeast,5953,V1J,92,105,,,,,,
13276,BC,Northeast,5953,V1J,91,106,,,,,,
13277,BC,Northeast,5953,V1J,94,110,,,,,,
13278,BC,Northeast,5953,V1J,95,115,,,,,,
13279,BC,Northeast,5953,V1J,91,120,,,,,,
13280,BC,Northeast,5953,V1J,90,126,,,,,,
13281,BC,Northeast,5953,V1J,93,135,,,,,,
13282,BC,Northeast,5953,V1J,93,136,,,,,,
13283,BC,Northeast,5953,V1J,120,216,,,,,,
13284,BC,Northeast,5953,V1J,92,230,,,,,,
13285,BC,Northeast,5953,V1J,91,235,,,,,,
13286,BC,Northeast,5953,V1J,103,240,,,,,,
13287,BC,Northeast,5953,V0C,95,31,,,,,,
13288,BC,Northeast,5953,V0C,138,21,,,,,,
13289,BC,Northeast,5953,V0C,101,60,,,,,,
13290,BC,Northeast,5953,V0C,90,72,,,,,,
13291,BC,Northeast,5953,V0C,93,73,,,,,,
13292,BC,Northeast,5953,V0C,369,78,,,,,,
13293,BC,Northeast,5953,V0C,91,161,,,,,,
13294,BC,Northeast,5953,V0C,93,163,,,,,,
13295,BC,Northeast,5953,V0C,95,894,,,,,,
13296,BC,Northeast,5953,V0C,93,56,,,,,,
13297,BC,Northeast,5953,V0C,91,14,,,,,,
13298,BC,Northeast,5953,V0C,91,21,,,,,,
13299,BC,Northeast,5953,V0C,95,54,,,,,,
13300,BC,Northeast,5953,V0C,106,90,,,,,,
13301,BC,Northeast,5953,V0C,87,124,,,,,,
13302,BC,Northeast,5953,V0C,77,189,,,,,,
13303,BC,Northeast,5953,V0C,91,27,,,,,,
13304,BC,Northeast,5953,V0C,91,14,,,,,,
13305,BC,Northeast,5953,V0C,99,14,,,,,,
13306,BC,Northeast,5953,V0C,92,24,,,,,,
13307,BC,Northeast,5953,V0C,90,30,,,,,,
13308,BC,Northeast,5953,V0C,91,45,,,,,,
13309,BC,Northeast,5953,V0C,94,73,,,,,,
13310,BC,Northeast,5953,V0C,92,121,,,,,,
13311,BC,Northeast,5953,V0C,94,222,,,,,,
13312,BC,Northeast,5953,V0C,91,226,,,,,,
13313,BC,Northeast,5953,V0C,91,258,,,,,,
13314,BC,Northeast,5953,V0C,94,377,,,,,,
13315,BC,Northeast,5953,V0C,106,62,,,,,,
13316,BC,Northeast,5953,V0C,96,73,,,,,,
13317,BC,Northeast,5953,V0C,91,108,,,,,,
13318,BC,Northeast,5953,V0C,93,41,,,,,,
13319,BC,Northeast,5953,V0C,91,45,,,,,,
13320,BC,Northeast,5953,V0C,91,63,,,,,,
13321,BC,Northeast,5953,V0C,120,64,,,,,,
13322,BC,Northeast,5953,V0C,94,65,,,,,,
13323,BC,Northeast,5953,V0C,91,75,,,,,,
13324,BC,Northeast,5953,V0C,91,148,,,,,,
13325,BC,Northeast,5953,V0C,97,243,,,,,,
13326,BC,Northeast,5953,V0C,115,246,,,,,,
13327,YT,Yukon Territory,6001,Y0B,92,24,,,,,,
13328,YT,Yukon Territory,6001,Y0B,98,45,,,,,,
13329,YT,Yukon Territory,6001,Y0B,92,53,,,,,,
13330,YT,Yukon Territory,6001,Y0B,92,18,,,,,,
13331,YT,Yukon Territory,6001,Y0B,91,20,,,,,,
13332,YT,Yukon Territory,6001,Y0B,91,21,,,,,,
13333,YT,Yukon Territory,6001,Y0B,103,71,,,,,,
13334,YT,Yukon Territory,6001,Y0B,91,125,,,,,,
13335,YT,Yukon Territory,6001,Y0B,92,152,,,,,,
13336,YT,Yukon Territory,6001,Y0B,90,22,,,,,,
13337,YT,Yukon Territory,6001,Y0B,92,23,,,,,,
13338,YT,Yukon Territory,6001,Y0B,90,80,,,,,,
13339,YT,Yukon Territory,6001,Y0B,90,114,,,,,,
13340,YT,Yukon Territory,6001,Y0B,98,147,,,,,,
13341,YT,Yukon Territory,6001,Y0B,91,415,,,,,,
13342,YT,Yukon Territory,6001,Y0B,91,28,,,,,,
13343,YT,Yukon Territory,6001,Y0B,98,80,,,,,,
13344,YT,Yukon Territory,6001,Y0B,92,94,,,,,,
13345,YT,Yukon Territory,6001,Y0B,91,96,,,,,,
13346,YT,Yukon Territory,6001,Y0B,91,103,,,,,,
13347,YT,Yukon Territory,6001,Y0B,97,107,,,,,,
13348,YT,Yukon Territory,6001,Y0B,91,116,,,,,,
13349,YT,Yukon Territory,6001,Y0B,92,126,,,,,,
13350,YT,Yukon Territory,6001,Y0B,91,134,,,,,,
13351,YT,Yukon Territory,6001,Y0B,91,141,,,,,,
13352,YT,Yukon Territory,6001,Y0B,90,156,,,,,,
13353,YT,Yukon Territory,6001,Y0B,93,164,,,,,,
13354,YT,Yukon Territory,6001,Y0B,91,21,,,,,,
13355,YT,Yukon Territory,6001,Y0B,91,45,,,,,,
13356,YT,Yukon Territory,6001,Y0B,91,88,,,,,,
13357,YT,Yukon Territory,6001,Y0B,94,102,,,,,,
13358,YT,Yukon Territory,6001,Y0B,97,169,,,,,,
13359,YT,Yukon Territory,6001,Y0B,92,210,,,,,,
13360,YT,Yukon Territory,6001,Y0B,92,59,,,,,,
13361,YT,Yukon Territory,6001,Y0B,94,193,,,,,,
13362,YT,Yukon Territory,6001,Y0B,90,349,,,,,,
13363,YT,Yukon Territory,6001,Y0B,90,14,,,,,,
13364,YT,Yukon Territory,6001,Y0B,84,23,,,,,,
13365,YT,Yukon Territory,6001,Y0B,91,70,,,,,,
13366,YT,Yukon Territory,6001,Y0B,72,95,,,,,,
13367,YT,Yukon Territory,6001,Y0A,93,73,,,,,,
13368,YT,Yukon Territory,6001,Y0A,94,17,,,,,,
13369,YT,Yukon Territory,6001,Y0A,87,41,,,,,,
13370,YT,Yukon Territory,6001,Y0A,93,56,,,,,,
13371,YT,Yukon Territory,6001,Y0A,92,90,,,,,,
13372,YT,Yukon Territory,6001,Y0A,93,154,,,,,,
13373,YT,Yukon Territory,6001,Y1A,91,14,,,,,,
13374,YT,Yukon Territory,6001,Y1A,92,14,,,,,,
13375,YT,Yukon Territory,6001,Y1A,92,14,,,,,,
13376,YT,Yukon Territory,6001,Y1A,90,14,,,,,,
13377,YT,Yukon Territory,6001,Y1A,97,14,,,,,,
13378,YT,Yukon Territory,6001,Y1A,92,14,,,,,,
13379,YT,Yukon Territory,6001,Y1A,80,14,,,,,,
13380,YT,Yukon Territory,6001,Y1A,61,14,,,,,,
13381,YT,Yukon Territory,6001,Y1A,91,15,,,,,,
13382,YT,Yukon Territory,6001,Y1A,92,15,,,,,,
13383,YT,Yukon Territory,6001,Y1A,91,16,,,,,,
13384,YT,Yukon Territory,6001,Y1A,97,17,,,,,,
13385,YT,Yukon Territory,6001,Y1A,92,19,,,,,,
13386,YT,Yukon Territory,6001,Y1A,96,20,,,,,,
13387,YT,Yukon Territory,6001,Y1A,91,21,,,,,,
13388,YT,Yukon Territory,6001,Y1A,115,21,,,,,,
13389,YT,Yukon Territory,6001,Y1A,90,21,,,,,,
13390,YT,Yukon Territory,6001,Y1A,98,22,,,,,,
13391,YT,Yukon Territory,6001,Y1A,91,22,,,,,,
13392,YT,Yukon Territory,6001,Y1A,95,25,,,,,,
13393,YT,Yukon Territory,6001,Y1A,93,25,,,,,,
13394,YT,Yukon Territory,6001,Y1A,92,26,,,,,,
13395,YT,Yukon Territory,6001,Y1A,114,27,,,,,,
13396,YT,Yukon Territory,6001,Y1A,90,28,,,,,,
13397,YT,Yukon Territory,6001,Y1A,95,28,,,,,,
13398,YT,Yukon Territory,6001,Y1A,93,30,,,,,,
13399,YT,Yukon Territory,6001,Y1A,91,30,,,,,,
13400,YT,Yukon Territory,6001,Y1A,132,31,,,,,,
13401,YT,Yukon Territory,6001,Y1A,97,31,,,,,,
13402,YT,Yukon Territory,6001,Y1A,93,31,,,,,,
13403,YT,Yukon Territory,6001,Y1A,91,32,,,,,,
13404,YT,Yukon Territory,6001,Y1A,98,32,,,,,,
13405,YT,Yukon Territory,6001,Y1A,93,32,,,,,,
13406,YT,Yukon Territory,6001,Y1A,93,32,,,,,,
13407,YT,Yukon Territory,6001,Y1A,96,33,,,,,,
13408,YT,Yukon Territory,6001,Y1A,91,35,,,,,,
13409,YT,Yukon Territory,6001,Y1A,91,36,,,,,,
13410,YT,Yukon Territory,6001,Y1A,90,36,,,,,,
13411,YT,Yukon Territory,6001,Y1A,91,37,,,,,,
13412,YT,Yukon Territory,6001,Y1A,99,37,,,,,,
13413,YT,Yukon Territory,6001,Y1A,91,37,,,,,,
13414,YT,Yukon Territory,6001,Y1A,93,38,,,,,,
13415,YT,Yukon Territory,6001,Y1A,94,38,,,,,,
13416,YT,Yukon Territory,6001,Y1A,32,39,,,,,,
13417,YT,Yukon Territory,6001,Y1A,91,40,,,,,,
13418,YT,Yukon Territory,6001,Y1A,100,40,,,,,,
13419,YT,Yukon Territory,6001,Y1A,97,41,,,,,,
13420,YT,Yukon Territory,6001,Y1A,91,42,,,,,,
13421,YT,Yukon Territory,6001,Y1A,93,43,,,,,,
13422,YT,Yukon Territory,6001,Y1A,91,43,,,,,,
13423,YT,Yukon Territory,6001,Y1A,100,43,,,,,,
13424,YT,Yukon Territory,6001,Y1A,93,44,,,,,,
13425,YT,Yukon Territory,6001,Y1A,134,49,,,,,,
13426,YT,Yukon Territory,6001,Y1A,95,49,,,,,,
13427,YT,Yukon Territory,6001,Y1A,112,49,,,,,,
13428,YT,Yukon Territory,6001,Y1A,92,53,,,,,,
13429,YT,Yukon Territory,6001,Y1A,92,54,,,,,,
13430,YT,Yukon Territory,6001,Y1A,92,55,,,,,,
13431,YT,Yukon Territory,6001,Y1A,99,56,,,,,,
13432,YT,Yukon Territory,6001,Y1A,93,58,,,,,,
13433,YT,Yukon Territory,6001,Y1A,95,63,,,,,,
13434,YT,Yukon Territory,6001,Y1A,92,63,,,,,,
13435,YT,Yukon Territory,6001,Y1A,91,64,,,,,,
13436,YT,Yukon Territory,6001,Y1A,93,65,,,,,,
13437,YT,Yukon Territory,6001,Y1A,103,67,,,,,,
13438,YT,Yukon Territory,6001,Y1A,111,67,,,,,,
13439,YT,Yukon Territory,6001,Y1A,91,68,,,,,,
13440,YT,Yukon Territory,6001,Y1A,92,70,,,,,,
13441,YT,Yukon Territory,6001,Y1A,92,70,,,,,,
13442,YT,Yukon Territory,6001,Y1A,91,71,,,,,,
13443,YT,Yukon Territory,6001,Y1A,93,72,,,,,,
13444,YT,Yukon Territory,6001,Y1A,91,72,,,,,,
13445,YT,Yukon Territory,6001,Y1A,91,73,,,,,,
13446,YT,Yukon Territory,6001,Y1A,95,73,,,,,,
13447,YT,Yukon Territory,6001,Y1A,94,75,,,,,,
13448,YT,Yukon Territory,6001,Y1A,92,75,,,,,,
13449,YT,Yukon Territory,6001,Y1A,92,76,,,,,,
13450,YT,Yukon Territory,6001,Y1A,92,77,,,,,,
13451,YT,Yukon Territory,6001,Y1A,90,77,,,,,,
13452,YT,Yukon Territory,6001,Y1A,92,80,,,,,,
13453,YT,Yukon Territory,6001,Y1A,91,82,,,,,,
13454,YT,Yukon Territory,6001,Y1A,91,82,,,,,,
13455,YT,Yukon Territory,6001,Y1A,100,84,,,,,,
13456,YT,Yukon Territory,6001,Y1A,91,86,,,,,,
13457,YT,Yukon Territory,6001,Y1A,108,87,,,,,,
13458,YT,Yukon Territory,6001,Y1A,91,87,,,,,,
13459,YT,Yukon Territory,6001,Y1A,90,87,,,,,,
13460,YT,Yukon Territory,6001,Y1A,97,89,,,,,,
13461,YT,Yukon Territory,6001,Y1A,92,89,,,,,,
13462,YT,Yukon Territory,6001,Y1A,116,90,,,,,,
13463,YT,Yukon Territory,6001,Y1A,113,90,,,,,,
13464,YT,Yukon Territory,6001,Y1A,93,91,,,,,,
13465,YT,Yukon Territory,6001,Y1A,95,91,,,,,,
13466,YT,Yukon Territory,6001,Y1A,87,94,,,,,,
13467,YT,Yukon Territory,6001,Y1A,105,96,,,,,,
13468,YT,Yukon Territory,6001,Y1A,91,96,,,,,,
13469,YT,Yukon Territory,6001,Y1A,91,98,,,,,,
13470,YT,Yukon Territory,6001,Y1A,91,98,,,,,,
13471,YT,Yukon Territory,6001,Y1A,119,100,,,,,,
13472,YT,Yukon Territory,6001,Y1A,91,101,,,,,,
13473,YT,Yukon Territory,6001,Y1A,92,101,,,,,,
13474,YT,Yukon Territory,6001,Y1A,100,105,,,,,,
13475,YT,Yukon Territory,6001,Y1A,94,105,,,,,,
13476,YT,Yukon Territory,6001,Y1A,91,106,,,,,,
13477,YT,Yukon Territory,6001,Y1A,93,106,,,,,,
13478,YT,Yukon Territory,6001,Y1A,93,107,,,,,,
13479,YT,Yukon Territory,6001,Y1A,215,108,,,,,,
13480,YT,Yukon Territory,6001,Y1A,93,111,,,,,,
13481,YT,Yukon Territory,6001,Y1A,92,112,,,,,,
13482,YT,Yukon Territory,6001,Y1A,92,112,,,,,,
13483,YT,Yukon Territory,6001,Y1A,99,114,,,,,,
13484,YT,Yukon Territory,6001,Y1A,91,114,,,,,,
13485,YT,Yukon Territory,6001,Y1A,91,120,,,,,,
13486,YT,Yukon Territory,6001,Y1A,92,120,,,,,,
13487,YT,Yukon Territory,6001,Y1A,91,124,,,,,,
13488,YT,Yukon Territory,6001,Y1A,99,127,,,,,,
13489,YT,Yukon Territory,6001,Y1A,91,127,,,,,,
13490,YT,Yukon Territory,6001,Y1A,90,127,,,,,,
13491,YT,Yukon Territory,6001,Y1A,90,130,,,,,,
13492,YT,Yukon Territory,6001,Y1A,92,131,,,,,,
13493,YT,Yukon Territory,6001,Y1A,94,132,,,,,,
13494,YT,Yukon Territory,6001,Y1A,93,135,,,,,,
13495,YT,Yukon Territory,6001,Y1A,90,141,,,,,,
13496,YT,Yukon Territory,6001,Y1A,91,142,,,,,,
13497,YT,Yukon Territory,6001,Y1A,92,145,,,,,,
13498,YT,Yukon Territory,6001,Y1A,92,145,,,,,,
13499,YT,Yukon Territory,6001,Y1A,98,148,,,,,,
13500,YT,Yukon Territory,6001,Y1A,93,157,,,,,,
13501,YT,Yukon Territory,6001,Y1A,91,157,,,,,,
13502,YT,Yukon Territory,6001,Y1A,101,165,,,,,,
13503,YT,Yukon Territory,6001,Y1A,91,168,,,,,,
13504,YT,Yukon Territory,6001,Y1A,94,173,,,,,,
13505,YT,Yukon Territory,6001,Y1A,103,176,,,,,,
13506,YT,Yukon Territory,6001,Y1A,98,179,,,,,,
13507,YT,Yukon Territory,6001,Y1A,95,187,,,,,,
13508,YT,Yukon Territory,6001,Y1A,91,188,,,,,,
13509,YT,Yukon Territory,6001,Y1A,95,194,,,,,,
13510,YT,Yukon Territory,6001,Y1A,92,194,,,,,,
13511,YT,Yukon Territory,6001,Y1A,92,205,,,,,,
13512,YT,Yukon Territory,6001,Y1A,91,207,,,,,,
13513,YT,Yukon Territory,6001,Y1A,109,212,,,,,,
13514,YT,Yukon Territory,6001,Y1A,92,216,,,,,,
13515,YT,Yukon Territory,6001,Y1A,92,221,,,,,,
13516,YT,Yukon Territory,6001,Y1A,111,222,,,,,,
13517,YT,Yukon Territory,6001,Y1A,127,225,,,,,,
13518,YT,Yukon Territory,6001,Y1A,91,238,,,,,,
13519,YT,Yukon Territory,6001,Y1A,91,244,,,,,,
13520,YT,Yukon Territory,6001,Y1A,92,246,,,,,,
13521,YT,Yukon Territory,6001,Y1A,91,248,,,,,,
13522,YT,Yukon Territory,6001,Y1A,90,255,,,,,,
13523,YT,Yukon Territory,6001,Y1A,91,263,,,,,,
13524,YT,Yukon Territory,6001,Y1A,100,273,,,,,,
13525,YT,Yukon Territory,6001,Y1A,92,274,,,,,,
13526,YT,Yukon Territory,6001,Y1A,91,276,,,,,,
13527,YT,Yukon Territory,6001,Y1A,92,279,,,,,,
13528,YT,Yukon Territory,6001,Y1A,91,293,,,,,,
13529,YT,Yukon Territory,6001,Y1A,93,327,,,,,,
13530,YT,Yukon Territory,6001,Y1A,93,349,,,,,,
13531,YT,Yukon Territory,6001,Y1A,91,384,,,,,,
13532,YT,Yukon Territory,6001,Y1A,91,395,,,,,,
13533,YT,Yukon Territory,6001,Y1A,91,401,,,,,,
13534,YT,Yukon Territory,6001,Y1A,91,417,,,,,,
13535,YT,Yukon Territory,6001,Y1A,94,418,,,,,,
13536,YT,Yukon Territory,6001,Y1A,91,422,,,,,,
13537,YT,Yukon Territory,6001,Y1A,91,508,,,,,,
13538,YT,Yukon Territory,6001,Y1A,93,573,,,,,,
13539,YT,Yukon Territory,6001,Y1A,91,640,,,,,,
13540,YT,Yukon Territory,6001,Y1A,91,695,,,,,,
13541,YT,Yukon Territory,6001,Y1A,93,747,,,,,,
13542,YT,Yukon Territory,6001,Y1A,91,825,,,,,,
13543,YT,Yukon Territory,6001,Y1A,175,846,,,,,,
13544,YT,Yukon Territory,6001,Y1A,92,854,,,,,,
13545,YT,Yukon Territory,6001,Y1A,91,1009,,,,,,
13546,YT,Yukon Territory,6001,Y1A,92,1172,,,,,,
13547,YT,Yukon Territory,6001,Y1A,101,1375,,,,,,
13548,YT,Yukon Territory,6001,Y1A,91,1530,,,,,,
13549,YT,Yukon Territory,6001,Y1A,93,1623,,,,,,
13550,YT,Yukon Territory,6001,Y1A,110,2281,,,,,,
13551,YT,Yukon Territory,6001,Y1A,91,2357,,,,,,
13552,NT,Northwest Territories,6101,X0E,90,14,,,,,,
13553,NT,Northwest Territories,6101,*,127,123,,,,,,
13554,NT,Northwest Territories,6101,X0E,97,14,,,,,,
